title,genre,final
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'tình yêu']",dungeon ni deai wo motomeru no wa machigatteiru darou ka iii
Sakamoto desu ga?,"['học đường', 'hài hước', 'seinen']",sakamoto desu ga
Accel World,"['hành động', 'học đường', 'tình yêu', 'shounen', 'viễn tưởng']",accel world
Souryo to Majiwaru Shikiyoku no Yoru ni...,"['drama', 'ecchi', 'tình yêu', 'josei']",souryo to majiwaru shikiyoku no yoru ni
Hunter X Hunter (1999),"['hành động', 'phiêu lưu', 'shounen', 'siêu năng lực']",hunter x hunter
Grancrest Senki,"['hành động', 'giả tưởng']",grancrest senki
Juuou Mujin no Fafnir,"['học đường', 'hài hước', 'giả tưởng', 'tình yêu']",juuou mujin no fafnir
Grappler Baki,"['hành động', 'thể thao', 'shounen', 'võ thuật']",grappler baki
Genjitsu Shugi Yuusha no Oukoku Saikenki,"['hành động', 'harem', 'giả tưởng', 'phép thuật', 'tình yêu', 'quân đội', 'isekai']",genjitsu shugi yuusha no oukoku saikenki
Maken-Ki!,"['hành động', 'học đường', 'ecchi', 'harem', 'tình yêu', 'siêu năng lực', 'võ thuật']",maken-ki
Fate/stay night: Unlimited Blade Works 2nd Season,"['hành động', 'giả tưởng', 'phép thuật', 'siêu nhiên', 'shounen']",fate stay night unlimited blade works
Kamen Rider Ghost,['tokusatsu'],kamen rider ghost
Arifureta Shokugyou de Sekai Saikyou 2nd Season,"['hành động', 'phiêu lưu', 'harem', 'giả tưởng', 'isekai']",arifureta shokugyou de sekai saikyou
Radiant,"['hành động', 'phiêu lưu', 'giả tưởng', 'phép thuật']",radiant
Shironeko Project: Zero Chronicle,"['hành động', 'phiêu lưu', 'giả tưởng', 'phép thuật']",shironeko project zero chronicle
Kaifuku Jutsushi no Yarinaoshi,"['ecchi', 'giả tưởng']",kaifuku jutsushi no yarinaoshi
Kami no Tou: Tower of God,"['hành động', 'phiêu lưu', 'drama', 'giả tưởng', 'bỉ ẩn']",kami no tou tower of god
Kami-tachi ni Hirowareta Otoko,"['phiêu lưu', 'đời thường', 'giả tưởng', 'isekai']",kami-tachi ni hirowareta otoko
"Kumo Desu ga, Nani ka?","['phiêu lưu', 'hài hước', 'giả tưởng', 'isekai']",kumo desu ga nani ka?
Pokemon Season 1: Indigo League,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",pokemon indigo league
Youjo Senki,"['phép thuật', 'quân đội']",youjo senki
Kore Wa Zombie Desu Ka?,"['hành động', 'hài hước', 'ecchi', 'harem', 'phép thuật', 'siêu nhiên']",kore wa zombie desu ka
Rokujouma no Shinryakusha!?,"['học đường', 'hài hước', 'harem', 'tình yêu', 'siêu nhiên']",rokujouma no shinryakusha
Shugo Chara!,"['hài hước', 'đời thường', 'phép thuật', 'shoujo']",shugo chara
Jibaku Shounen Hanako-kun,"['học đường', 'hài hước', 'siêu nhiên', 'shounen']",jibaku shounen hanako-kun
Okusama ga Seitokaichou! ! (Ss2),"['học đường', 'hài hước', 'ecchi', 'tình yêu', 'shounen']",okusama ga seitokaichou
Thế Giới Hoàn Mỹ,"['hành động', 'giả tưởng', 'cartoon']",thế giới hoàn mỹ
Big Order,"['hành động', 'shounen', 'siêu năng lực']",big order
Sword Art Online: Alicization - War of Underworld (Ss4) Part 2,"['hành động', 'phiêu lưu', 'giả tưởng', 'tình yêu', 'game', 'isekai']",sword art online alicization-war of underworld
Rosario To Vampire,"['học đường', 'hài hước', 'ecchi', 'harem', 'giả tưởng', 'bỉ ẩn', 'tình yêu', 'ma cà rồng', 'shounen']",rosario to vampire
Ishuzoku Reviewers,"['hài hước', 'ecchi', 'giả tưởng']",ishuzoku reviewers
Grisaia no Rakuen,"['học đường', 'drama', 'harem', 'tâm lý', 'tình yêu']",grisaia no rakuen
Kiss X Sis OVA,"['hài hước', 'ecchi', 'tình yêu']",kiss x sis
The God of High School,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'võ thuật', 'viễn tưởng']",the god of high school
Sono Bisque Doll wa Koi wo Suru,"['học đường', 'đời thường', 'tình yêu', 'seinen']",sono bisque doll wa koi wo suru
Magi: The Labyrinth Of Magic,"['phiêu lưu', 'giả tưởng', 'phép thuật', 'shounen']",magi the labyrinth of magic
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan (Ss3),"['học đường', 'hài hước', 'đời thường', 'drama', 'tình yêu']",yahari ore no seishun love comedy wa machigatteiru kan
Gleipnir,"['hành động', 'ecchi', 'bỉ ẩn', 'siêu nhiên', 'seinen']",gleipnir
Sekirei,"['hành động', 'hài hước', 'ecchi', 'harem', 'siêu năng lực']",sekirei
Bungou Stray Dogs 2nd Season,"['bỉ ẩn', 'siêu nhiên', 'seinen']",bungou stray dogs
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen 2nd Season,"['học đường', 'hài hước', 'tâm lý', 'tình yêu', 'seinen']",kaguya-sama wa kokurasetai tensai-tachi no renai zunousen
Isekai No Seikishi Monogatari,"['hành động', 'học đường', 'hài hước', 'ecchi', 'harem', 'giả tưởng', 'isekai', 'mecha']",isekai no seikishi monogatari
Pretty Rhythm: Aurora Dream,"['music', 'thể thao', 'shoujo']",pretty rhythm aurora dream
K Project,"['hành động', 'siêu nhiên', 'siêu năng lực']",k project
Toàn Chức Pháp Sư 2,"['siêu năng lực', 'võ thuật', 'cartoon', 'isekai']",toàn chức pháp sư
Motto To LOVE-Ru Trouble,"['học đường', 'hài hước', 'ecchi', 'harem', 'shounen', 'viễn tưởng']",motto to love-ru trouble
Noblesse,"['hành động', 'học đường', 'ma cà rồng', 'siêu nhiên']",noblesse
Fullmetal Alchemist,"['hành động', 'phiêu lưu', 'hài hước', 'drama', 'giả tưởng', 'phép thuật', 'shounen', 'quân đội']",fullmetal alchemist
Nanbaka,"['hành động', 'hài hước', 'drama']",nanbaka
Rewrite,"['hành động', 'học đường', 'hài hước', 'tình yêu']",rewrite
Violet Evergarden,"['drama', 'giả tưởng']",violet evergarden
Seirei Gensouki,"['hành động', 'phiêu lưu', 'drama', 'harem', 'giả tưởng', 'tình yêu', 'isekai']",seirei gensouki
Baka to Test to Shoukanjuu [Bản Blu-ray],"['học đường', 'hài hước', 'tình yêu', 'siêu năng lực']",baka to test to shoukanjuu
Diabolik Lovers,"['học đường', 'harem', 'ma cà rồng', 'shoujo']",diabolik lovers
Ladies versus Butlers!,"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'seinen']",ladies versus butlers
JoJo no Kimyou na Bouken: Diamond wa Kudakenai (Ss4),"['hành động', 'học đường', 'hài hước', 'drama', 'siêu nhiên', 'shounen']",jojo no kimyou na bouken diamond wa kudakenai
Yakusoku no Neverland,"['kinh dị', 'bỉ ẩn', 'shounen', 'viễn tưởng']",yakusoku no neverland
Boruto: Naruto the Movie,"['hành động', 'hài hước', 'shounen', 'siêu năng lực', 'võ thuật', 'ninja']",boruto naruto
Machine-Doll wa Kizutsukanai,"['hành động', 'học đường', 'ecchi', 'giả tưởng', 'bạo lực', 'seinen']",machine-doll wa kizutsukanai
Kamen Rider Drive,"['hành động', 'tokusatsu', 'viễn tưởng']",kamen rider drive
Vũ Canh Kỷ,"['võ thuật', 'cartoon']",vũ canh kỷ
Chuunibyou Demo Koi Ga Shitai!,"['học đường', 'hài hước', 'đời thường', 'drama', 'tình yêu']",chuunibyou demo koi ga shitai
Princess Lover! [BD],"['hành động', 'học đường', 'harem']",princess lover
Trạch Thiên Ký,"['hành động', 'phiêu lưu', 'cartoon']",trạch thiên ký
Shokugeki no Souma: Gou no Sara (Ss5),"['học đường', 'ecchi', 'shounen']",shokugeki no souma gou no sara
Baki 2nd Season,"['hành động', 'shounen', 'võ thuật']",baki 2nd season
Nurarihyon No Mago,"['hành động', 'siêu nhiên', 'shounen', 'ác quỷ']",nurarihyon no mago
MAR Heaven,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'shounen']",mar heaven
Sinh Hoạt Hàng Ngày Của Tiên Vương,"['phép thuật', 'cartoon']",sinh hoạt hàng ngày của tiên vương
Tanaka-kun wa Itsumo Kedaruge,"['học đường', 'hài hước', 'đời thường']",tanaka-kun wa itsumo kedaruge
Ousama Ranking,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'lịch sử']",ousama ranking
Isuca,"['hành động', 'học đường', 'hài hước', 'ecchi', 'tình yêu', 'siêu nhiên', 'seinen']",isuca
Aikatsu!,"['học đường', 'đời thường', 'music', 'shoujo']",aikatsu
One Punch Man Specials,"['hành động', 'hài hước', 'siêu nhiên', 'siêu năng lực', 'parody', 'viễn tưởng', 'seinen']",one punch man specials
Kaze No Stigma,"['hành động', 'giả tưởng', 'phép thuật', 'tình yêu', 'shounen']",kaze no stigma
Heavy Object,"['hành động', 'mecha', 'quân đội', 'viễn tưởng']",heavy object
Renai Boukun,"['học đường', 'hài hước', 'tình yêu', 'siêu nhiên']",renai boukun
Kaichou Wa Maid-sama!,"['học đường', 'hài hước', 'tình yêu', 'shoujo']",kaichou wa maid-sama
Bokutachi wa Benkyou ga Dekinai 2nd Season,"['học đường', 'hài hước', 'harem', 'tình yêu', 'shounen']",bokutachi wa benkyou ga dekinai
Ore Monogatari,"['học đường', 'đời thường', 'tình yêu', 'shounen']",ore monogatari
Strike the Blood II,"['hành động', 'học đường', 'ecchi', 'giả tưởng', 'ma cà rồng', 'shounen', 'viễn tưởng']",strike the blood ii
Satsuriku no Tenshi,"['phiêu lưu', 'kinh dị', 'tâm lý', 'thriller']",satsuriku no tenshi
Mayo Chiki!,"['học đường', 'hài hước', 'tình yêu']",mayo chiki
Masou Gakuen HxH Special [BD],"['hành động', 'học đường', 'hài hước', 'ecchi', 'harem', 'giả tưởng', 'tình yêu', 'viễn tưởng']",masou gakuen hxh special
Kuzu no Honkai,"['học đường', 'drama', 'tình yêu', 'seinen']",kuzu no honkai
Akagami no Shirayuki-hime,"['drama', 'giả tưởng', 'lịch sử', 'tình yêu', 'shoujo']",akagami no shirayuki-hime
Plastic Memories,"['đời thường', 'viễn tưởng']",plastic memories
"Dakara Boku wa, H ga Dekinai.","['hài hước', 'ecchi', 'tình yêu', 'siêu nhiên']",dakara boku wa h ga dekinai.
Ajin,"['phiêu lưu', 'kinh dị', 'bỉ ẩn', 'siêu nhiên', 'seinen']",ajin
IS: Infinite Stratos 2 [Bản Blu-ray],"['hành động', 'hài hước', 'harem', 'mecha', 'shounen', 'viễn tưởng']",is infinite stratos
Hataage! Kemono Michi,"['hài hước', 'giả tưởng', 'shounen', 'isekai']",hataage kemono michi
Isekai Cheat Magician,"['hành động', 'phiêu lưu', 'giả tưởng', 'isekai']",isekai cheat magician
Hyakuren no Haou to Seiyaku no Valkyria,"['harem', 'giả tưởng', 'isekai']",hyakuren no haou to seiyaku no valkyria
"Maou-sama, Retry!","['hành động', 'phiêu lưu', 'giả tưởng', 'isekai']",maou-sama retry!
Kamen Rider Zero-One,['tokusatsu'],kamen rider zero-one
Zetsuen No Tempest: The Civilization Blaster,"['hành động', 'drama', 'giả tưởng', 'phép thuật', 'bỉ ẩn', 'tâm lý', 'shounen']",zetsuen no tempest the civilization blaster
Diamond no Ace: Second Season,"['học đường', 'hài hước', 'thể thao', 'shounen']",diamond no ace
Kamisama Hajimemashita,"['hài hước', 'giả tưởng', 'tình yêu', 'siêu nhiên', 'shoujo', 'ác quỷ']",kamisama hajimemashita
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru","['hành động', 'giả tưởng', 'isekai']",sekai saikou no ansatsusha isekai kizoku ni tensei suru
Toaru Majutsu no Index II (Ss2),"['hành động', 'phép thuật', 'siêu năng lực', 'viễn tưởng']",toaru majutsu no index ii
Reikenzan: Hoshikuzu-tachi no Utage,"['hài hước', 'giả tưởng', 'phép thuật']",reikenzan hoshikuzu-tachi no utage
Pokemon Season 17 : XY,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",pokemon xy
Rokka no Yuusha,"['hành động', 'phiêu lưu', 'giả tưởng', 'phép thuật', 'bỉ ẩn']",rokka no yuusha
Ao no Exorcist: Kyoto Fujouou-hen,"['hành động', 'siêu nhiên', 'shounen', 'viễn tưởng', 'ác quỷ']",ao no exorcist kyoto fujouou-hen
Soul Eater,"['hành động', 'phiêu lưu', 'hài hước', 'drama', 'phép thuật', 'siêu nhiên']",soul eater
Đấu Phá Thương Khung,"['hành động', 'phiêu lưu', 'siêu nhiên', 'viễn tưởng', 'cartoon']",đấu phá thương khung
Yowamushi Pedal,"['hài hước', 'drama', 'thể thao', 'shounen']",yowamushi pedal
Nurarihyon No Mago: Sennen Makyou (Ss2),"['hành động', 'siêu nhiên', 'shounen', 'ác quỷ']",nurarihyon no mago sennen makyou
Naruto the Movie 7: The Last,"['hành động', 'shounen', 'siêu năng lực', 'võ thuật', 'ninja']",naruto7 the last
Kishuku Gakkou no Juliet,"['hành động', 'học đường', 'hài hước', 'tình yêu', 'shounen']",kishuku gakkou no juliet
Boku dake ga Inai Machi,"['trinh thám', 'tâm lý', 'siêu nhiên', 'seinen']",boku dake ga inai machi
Aho Girl,"['học đường', 'hài hước', 'tình yêu']",aho girl
Zero no Tsukaima: Futatsuki no Kishi (Ss2),"['hành động', 'phiêu lưu', 'học đường', 'hài hước', 'ecchi', 'harem', 'giả tưởng', 'isekai', 'phép thuật', 'tình yêu']",zero no tsukaima futatsuki no kishi
Toaru Majutsu no Index III (Ss3),"['hành động', 'phép thuật', 'siêu năng lực', 'viễn tưởng']",toaru majutsu no index iii
Maji de Watashi ni Koi Shinasai: Majikoi,"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'siêu năng lực', 'võ thuật']",maji de watashi ni koi shinasai majikoi
Seisen Cerberus: Ryuukoku no Fatalités,"['phiêu lưu', 'giả tưởng']",seisen cerberus ryuukoku no fatalités
Kuroshitsuji - Hắc Quản Gia,"['hành động', 'hài hước', 'giả tưởng', 'lịch sử', 'siêu nhiên', 'shounen', 'ác quỷ']",kuroshitsuji-hắc quản gia
Oda Nobuna No Yabou,"['hài hước', 'harem', 'lịch sử', 'tình yêu']",oda nobuna no yabou
Psycho Pass,"['hành động', 'tâm lý', 'đấu súng', 'police', 'viễn tưởng']",psycho pass
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen","['hành động', 'giả tưởng', 'tình yêu', 'quân đội']",kimi to boku no saigo no senjou aruiwa sekai ga hajimaru seisen
Tate no Yuusha no Nariagari 2nd Season,"['hành động', 'phiêu lưu', 'drama', 'giả tưởng', 'isekai']",tate no yuusha no nariagari
Murenase! Seton Gakuen,"['học đường', 'hài hước', 'seinen']",murenase seton gakuen
Hayate No Gotoku!,"['hành động', 'hài hước', 'harem', 'tình yêu', 'parody']",hayate no gotoku
Mob Psycho 100 II (Ss2),"['hành động', 'hài hước', 'đời thường', 'siêu nhiên']",mob psycho 100 ii
Cardcaptor Sakura,"['phiêu lưu', 'học đường', 'hài hước', 'drama', 'giả tưởng', 'phép thuật', 'tình yêu', 'shoujo']",cardcaptor sakura
Teen Titans (5 Season),"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'bỉ ẩn', 'siêu nhiên', 'shounen', 'viễn tưởng', 'cartoon']",teen titans
Soredemo Sekai wa Utsukushii,"['phiêu lưu', 'giả tưởng', 'tình yêu', 'shoujo']",soredemo sekai wa utsukushii
Magic Kaito 1412,"['phiêu lưu', 'hài hước', 'tình yêu', 'shounen']",magic kaito 1412
Angel Beats!,"['hành động', 'học đường', 'hài hước', 'drama', 'siêu nhiên']",angel beats
Sankarea,"['hài hước', 'ecchi', 'kinh dị', 'tình yêu', 'siêu nhiên', 'shounen']",sankarea
Durarara!!,"['hành động', 'bỉ ẩn', 'siêu nhiên']",durarara
Fugou Keiji: Balance:UNLIMITED,['bỉ ẩn'],fugou keiji balance unlimited
Inazuma Eleven Go,"['thể thao', 'shounen', 'siêu năng lực']",inazuma eleven go
Haikyu!! 3rd Season,"['học đường', 'hài hước', 'drama', 'thể thao', 'shounen']",haikyu
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,"['học đường', 'hài hước', 'drama', 'giả tưởng', 'tình yêu', 'isekai']",otome game no hametsu flag shika nai akuyaku reijou ni tensei shiteshimatta
Mushoku Tensei: Isekai Ittara Honki Dasu,"['drama', 'giả tưởng', 'phép thuật', 'isekai']",mushoku tensei isekai ittara honki dasu
Sword Art Online Alternative: Gun Gale Online,"['hành động', 'giả tưởng', 'game', 'quân đội', 'viễn tưởng', 'isekai']",sword art online alternative gun gale online
Huyao Xiao Hongniang,"['hài hước', 'drama', 'tình yêu']",huyao xiao hongniang
Monogatari Series: Second Season,"['hài hước', 'bỉ ẩn', 'tình yêu', 'siêu nhiên']",monogatari series
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,"['drama', 'giả tưởng', 'tình yêu', 'viễn tưởng']",shuumatsu nani shitemasu ka isogashii desu ka sukutte moratte ii desu ka
Sword Art Online Movie: Ordinal Scale,"['hành động', 'phiêu lưu', 'tình yêu', 'game', 'viễn tưởng']",sword art online movie ordinal scale
Tsugumomo,"['hành động', 'học đường', 'hài hước', 'ecchi', 'siêu nhiên', 'seinen']",tsugumomo
JoJo no Kimyou na Bouken (TV) (Ss1),"['hành động', 'phiêu lưu', 'ma cà rồng', 'siêu nhiên', 'shounen']",jojo no kimyou na bouken
Mairimashita! Iruma-kun 2nd Season,"['học đường', 'hài hước', 'giả tưởng', 'siêu nhiên', 'shounen', 'ác quỷ', 'isekai']",mairimashita iruma-kun
Hitori no Shita: The Outcast 2nd Season,"['hành động', 'siêu nhiên', 'siêu năng lực', 'cartoon']",hitori no shita the outcast
Baka to Test to Shoukanjuu Ni! (Ss2),"['học đường', 'hài hước', 'tình yêu', 'siêu năng lực']",baka to test to shoukanjuu ni
Val x Love,"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'siêu nhiên', 'shounen']",val x love
Steins;Gate,"['viễn tưởng', 'thriller']",steins gate
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!","['hài hước', 'giả tưởng', 'isekai']",watashi nouryoku wa heikinchi de tte itta yo ne!
Kyoukai no Rinne (TV),"['học đường', 'hài hước', 'tình yêu', 'siêu nhiên', 'shounen']",kyoukai no rinne
Vinland Saga,"['hành động', 'phiêu lưu', 'drama', 'lịch sử', 'seinen']",vinland saga
Otome Game Sekai wa Mob ni Kibishii Sekai desu,"['học đường', 'harem', 'giả tưởng', 'tình yêu', 'isekai']",otome game sekai wa mob ni kibishii sekai desu
Hidan no Aria,"['hành động', 'hài hước', 'tình yêu']",hidan no aria
